payment_id,amount,currency,payment_method,status,failure_category,error_code,error_description,timestamp,hour,day_of_week,customer_previous_success,customer_previous_failures,retry_count,transaction_frequency,average_customer_transaction,recoverable
pay_10318,1029.18,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 10:00:28,10,Monday,11,0,0,12,1017.31,0
pay_10319,4459.83,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 09:34:03,9,Sunday,2,3,0,6,4165.85,0
pay_10320,627.18,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 21:09:36,21,Monday,2,3,0,6,728.87,0
pay_10321,3514.53,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 08:27:45,8,Saturday,15,0,0,16,3994.54,0
pay_10322,1743.27,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 05:44:57,5,Saturday,15,1,0,17,1621.31,0
pay_10323,3048.51,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 12:04:45,12,Saturday,19,3,0,23,3648.14,0
pay_10324,338.62,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 08:23:21,8,Monday,14,4,0,19,275.39,0
pay_10325,1055.82,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-18 23:32:42,23,Tuesday,12,1,2,14,1119.49,1
pay_10326,5333.19,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-11 10:29:05,10,Tuesday,13,3,0,17,5080.64,0
pay_10327,494.85,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-03 08:11:33,8,Thursday,19,0,0,20,404.2,0
pay_10328,3516.76,INR,Net Banking,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-29 14:01:48,14,Saturday,2,1,2,4,3797.14,0
pay_10329,4723.04,INR,Wallet,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-17 03:39:48,3,Monday,18,3,2,22,3991.12,0
pay_10330,3190.84,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 21:06:07,21,Saturday,19,0,0,20,3605.06,0
pay_10331,342.85,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 03:16:36,3,Thursday,3,3,0,7,391.16,0
pay_10332,2905.08,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 14:39:49,14,Friday,16,3,0,20,3001.3,0
pay_10333,13624.72,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 20:35:07,20,Wednesday,4,2,0,7,13561.36,0
pay_10334,3494.39,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 12:31:59,12,Tuesday,16,1,0,18,4024.11,0
pay_10335,2270.25,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 10:15:58,10,Thursday,11,0,0,12,2125.69,0
pay_10336,600.28,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 23:12:41,23,Wednesday,18,3,0,22,642.64,0
pay_10337,503.03,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-22 16:50:43,16,Saturday,1,2,3,4,552.04,0
pay_10338,1914.4,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 19:32:31,19,Friday,11,1,0,13,2226.36,0
pay_10339,832.33,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 02:37:35,2,Tuesday,16,2,0,19,731.15,0
pay_10340,2509.03,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 00:44:23,0,Friday,5,0,0,6,2014.92,0
pay_10341,768.17,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 18:23:39,18,Friday,9,2,0,12,628.17,0
pay_10342,963.71,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 16:59:19,16,Sunday,18,2,0,21,966.57,0
pay_10343,5333.1,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 04:08:33,4,Monday,10,4,0,15,6249.17,0
pay_10344,601.42,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 23:42:01,23,Saturday,7,4,0,12,652.91,0
pay_10345,2490.63,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 22:32:03,22,Monday,4,0,0,5,2626.52,0
pay_10346,281.22,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 12:30:31,12,Sunday,17,1,0,19,237.85,0
pay_10347,1360.62,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 22:37:15,22,Friday,7,3,0,11,1578.49,0
pay_10348,1444.79,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 13:38:37,13,Thursday,8,1,0,10,1364.99,0
pay_10349,2401.42,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 06:41:12,6,Saturday,8,0,0,9,2069.37,0
pay_10350,621.4,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 03:12:56,3,Monday,2,1,0,4,500.03,0
pay_10351,1520.6,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 23:17:01,23,Monday,4,4,0,9,1707.95,0
pay_10352,758.53,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 10:39:10,10,Thursday,10,1,0,12,729.37,0
pay_10353,351.98,INR,Credit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-25 06:52:12,6,Tuesday,2,2,1,5,402.32,0
pay_10354,6361.32,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-29 21:54:38,21,Saturday,3,3,2,7,6840.72,1
pay_10355,1323.22,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 06:07:57,6,Sunday,0,0,0,1,1559.62,0
pay_10356,1187.91,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-04 21:19:04,21,Tuesday,10,2,0,13,1144.97,0
pay_10357,1082.07,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 02:56:59,2,Thursday,15,3,0,19,1116.79,0
pay_10358,2200.68,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 23:00:55,23,Saturday,4,2,0,7,2228.77,0
pay_10359,514.85,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 04:13:42,4,Wednesday,18,1,0,20,476.38,0
pay_10360,547.67,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-12 21:19:28,21,Wednesday,4,2,1,7,632.76,1
pay_10361,2459.19,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 03:38:59,3,Thursday,14,3,0,18,1997.78,0
pay_10362,8979.02,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 13:24:47,13,Friday,1,4,0,6,9919.67,0
pay_10363,4634.15,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-09-02 07:01:52,7,Wednesday,16,4,1,21,4342.1,1
pay_10364,937.63,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-09 05:50:21,5,Sunday,0,3,0,4,968.75,0
pay_10365,20547.09,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 02:53:12,2,Saturday,18,4,0,23,24605.95,0
pay_10366,5457.23,INR,Credit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-06 17:55:59,17,Thursday,7,3,2,11,6226.83,0
pay_10367,3252.32,INR,Net Banking,FAILED,CUSTOMER_ABANDONMENT,E_USER_CANCELLED,Transaction failed due to code E_USER_CANCELLED,2026-08-31 08:30:45,8,Monday,12,3,2,16,2651.27,0
pay_10368,3574.68,INR,Credit Card,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-10 20:16:59,20,Monday,11,0,1,12,4216.85,0
pay_10369,1948.23,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 22:11:34,22,Monday,3,2,0,6,1716.95,0
pay_10370,3736.59,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-31 04:43:45,4,Monday,18,4,0,23,4455.12,0
pay_10371,1458.87,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 20:10:13,20,Wednesday,12,2,0,15,1284.08,0
pay_10372,439.27,INR,Net Banking,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-09-01 00:32:07,0,Tuesday,5,2,2,8,430.19,0
pay_10373,1935.58,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-09-03 13:57:41,13,Thursday,10,2,1,13,2084.64,1
pay_10374,510.93,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-20 10:48:38,10,Thursday,14,2,2,17,612.67,0
pay_10375,2973.87,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 19:17:40,19,Saturday,0,3,0,4,3371.35,0
pay_10376,3522.27,INR,UPI,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-29 10:55:26,10,Saturday,0,3,0,4,3804.1,0
pay_10377,425.67,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 04:58:00,4,Saturday,3,2,0,6,399.93,0
pay_10378,444.14,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 16:27:15,16,Tuesday,12,4,0,17,373.24,0
pay_10379,5230.33,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-18 11:39:04,11,Tuesday,1,1,3,3,5669.91,1
pay_10380,2897.94,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 15:06:00,15,Monday,7,2,0,10,2343.89,0
pay_10381,2338.22,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 06:14:31,6,Wednesday,12,4,0,17,2071.32,0
pay_10382,1495.16,INR,Debit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-21 17:33:09,17,Friday,9,1,1,11,1687.4,0
pay_10383,2172.28,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 17:03:36,17,Tuesday,19,4,0,24,2436.39,0
pay_10384,2160.2,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-19 11:50:27,11,Wednesday,13,1,3,15,1843.8,1
pay_10385,2632.64,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-03 10:22:58,10,Thursday,16,1,0,18,2930.67,0
pay_10386,3288.5,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 13:41:27,13,Saturday,17,0,0,18,3078.52,0
pay_10387,7202.28,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 18:56:18,18,Saturday,0,2,0,3,6540.8,0
pay_10388,4774.19,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-18 03:19:33,3,Tuesday,15,3,1,19,5108.65,0
pay_10389,458.31,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 10:24:19,10,Thursday,9,4,0,14,497.37,0
pay_10390,2894.42,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 09:10:58,9,Wednesday,3,0,0,4,2660.61,0
pay_10391,428.35,INR,Debit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-09-03 05:48:50,5,Thursday,15,3,1,19,491.03,1
pay_10392,1765.51,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-31 16:27:48,16,Monday,8,4,2,13,1706.55,1
pay_10393,4467.46,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 15:56:54,15,Saturday,5,2,0,8,4879.35,0
pay_10394,2758.27,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 11:50:37,11,Monday,1,0,0,2,2357.33,0
pay_10395,2786.3,INR,Debit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-14 12:19:30,12,Friday,7,0,3,8,3221.2,1
pay_10396,997.12,INR,UPI,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-28 06:55:43,6,Friday,11,4,0,16,1072.12,0
pay_10397,842.31,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 07:35:20,7,Sunday,3,1,0,5,684.43,0
pay_10398,3481.41,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 19:50:04,19,Monday,10,0,0,11,4126.86,0
pay_10399,1979.89,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 14:39:06,14,Friday,15,0,0,16,1996.76,0
pay_10400,9475.69,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 21:26:03,21,Friday,14,0,0,15,8036.17,0
pay_10401,921.7,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 13:59:07,13,Friday,6,3,0,10,974.0,0
pay_10402,2263.7,INR,Credit Card,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-31 01:23:15,1,Monday,10,0,0,11,2359.81,0
pay_10403,1010.26,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-13 16:52:10,16,Thursday,1,1,0,3,1003.83,1
pay_10404,3590.31,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 23:38:56,23,Saturday,7,0,0,8,3215.71,0
pay_10405,2041.48,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-07 16:00:01,16,Friday,16,2,0,19,2225.73,1
pay_10406,2567.21,INR,Net Banking,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-30 06:38:07,6,Sunday,12,4,2,17,2595.21,1
pay_10407,6072.37,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 15:47:13,15,Sunday,16,3,0,20,5677.28,0
pay_10408,3377.29,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 18:24:21,18,Saturday,17,1,0,19,2900.83,0
pay_10409,169.68,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 23:02:25,23,Monday,0,1,0,2,156.24,0
pay_10410,3729.15,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 09:07:48,9,Monday,5,1,0,7,3799.05,0
pay_10411,647.07,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 23:20:25,23,Thursday,7,3,0,11,750.0,0
pay_10412,2954.82,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 08:14:59,8,Thursday,11,0,0,12,2596.61,0
pay_10413,7711.86,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 14:30:12,14,Saturday,10,4,0,15,7517.51,0
pay_10414,2400.8,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 06:09:48,6,Tuesday,5,3,0,9,2717.12,0
pay_10415,3443.06,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-08 02:47:35,2,Saturday,1,4,1,6,3930.9,0
pay_10416,3857.99,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-03 05:48:04,5,Thursday,6,0,0,7,3337.47,0
pay_10417,2231.51,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 19:09:22,19,Sunday,9,3,0,13,2103.89,0
pay_10418,6665.79,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 06:04:17,6,Wednesday,9,3,0,13,5806.94,0
pay_10419,1957.39,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 14:22:11,14,Tuesday,12,4,0,17,1658.69,0
pay_10420,1002.3,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-09-02 19:17:37,19,Wednesday,6,0,0,7,1056.6,0
pay_10421,387.76,INR,UPI,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-08 22:47:53,22,Saturday,16,1,1,18,464.14,1
pay_10422,1370.72,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 18:23:04,18,Tuesday,17,0,0,18,1201.62,0
pay_10423,6409.89,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-09 14:03:44,14,Sunday,0,0,0,1,5507.83,1
pay_10424,2995.07,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 21:41:15,21,Tuesday,18,4,0,23,3015.08,0
pay_10425,3705.08,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 02:33:22,2,Sunday,6,1,0,8,4286.86,0
pay_10426,1509.44,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 09:40:26,9,Saturday,19,4,0,24,1564.46,0
pay_10427,664.9,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 10:23:25,10,Monday,13,0,0,14,628.82,0
pay_10428,1024.75,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 17:58:15,17,Thursday,7,4,0,12,1117.69,0
pay_10429,3867.01,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 23:28:58,23,Tuesday,16,4,0,21,3530.54,0
pay_10430,1534.46,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-05 06:23:43,6,Wednesday,5,4,0,10,1671.41,0
pay_10431,709.61,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 20:14:03,20,Thursday,2,2,0,5,582.42,0
pay_10432,680.26,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 13:52:41,13,Tuesday,14,0,0,15,775.07,0
pay_10433,1523.18,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-09 15:36:20,15,Sunday,13,0,2,14,1444.55,0
pay_10434,5955.44,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 17:14:05,17,Friday,7,0,0,8,5671.22,0
pay_10435,1488.09,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 19:39:02,19,Wednesday,8,0,0,9,1757.27,0
pay_10436,258.37,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 18:32:05,18,Thursday,4,0,0,5,259.8,0
pay_10437,1927.72,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 23:34:55,23,Wednesday,1,2,0,4,2161.76,0
pay_10438,475.36,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 17:19:48,17,Saturday,1,2,0,4,390.16,0
pay_10439,533.37,INR,UPI,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-08-10 00:19:22,0,Monday,16,3,2,20,569.86,0
pay_10440,1578.76,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 14:00:39,14,Thursday,14,3,0,18,1759.5,0
pay_10441,3464.82,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-11 03:46:50,3,Tuesday,13,1,0,15,3625.47,0
pay_10442,4783.21,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 22:05:02,22,Sunday,18,0,0,19,4848.82,0
pay_10443,2095.32,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 15:38:35,15,Sunday,5,4,0,10,2482.13,0
pay_10444,3283.0,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 21:13:42,21,Wednesday,9,0,0,10,2832.93,0
pay_10445,1076.89,INR,UPI,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-20 14:37:34,14,Thursday,6,2,3,9,1227.95,0
pay_10446,10180.4,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 13:10:02,13,Wednesday,0,0,0,1,8224.93,0
pay_10447,1388.54,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 16:03:14,16,Sunday,0,4,0,5,1517.78,0
pay_10448,1446.0,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 08:42:25,8,Tuesday,17,0,0,18,1553.26,0
pay_10449,1160.38,INR,UPI,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-09-02 14:27:41,14,Wednesday,6,2,1,9,1292.79,1
pay_10450,2447.63,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 14:25:18,14,Friday,9,0,0,10,2917.94,0
pay_10451,324.72,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-09-02 15:12:56,15,Wednesday,8,4,1,13,284.43,1
pay_10452,2331.78,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 06:55:35,6,Thursday,2,1,0,4,2347.44,0
pay_10453,3519.24,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 20:16:00,20,Saturday,10,2,0,13,2921.79,0
pay_10454,7711.52,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 02:46:04,2,Tuesday,18,3,0,22,6453.29,0
pay_10455,2165.11,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 05:15:37,5,Thursday,9,0,0,10,2344.06,0
pay_10456,2504.07,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 22:32:58,22,Wednesday,1,4,0,6,2177.62,0
pay_10457,461.26,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 14:07:01,14,Monday,18,4,0,23,406.39,0
pay_10458,2364.32,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 18:49:51,18,Tuesday,0,0,0,1,2256.14,0
pay_10459,7032.64,INR,Credit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-14 13:11:37,13,Friday,13,1,0,15,7706.11,0
pay_10460,754.12,INR,Credit Card,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-29 21:54:48,21,Saturday,14,3,3,18,734.33,0
pay_10461,3363.39,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 20:35:58,20,Wednesday,10,0,0,11,3593.01,0
pay_10462,3167.17,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-07 06:03:19,6,Friday,14,0,3,15,2805.36,1
pay_10463,939.54,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-05 23:53:02,23,Wednesday,17,2,0,20,832.56,0
pay_10464,2422.64,INR,Credit Card,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-11 03:42:12,3,Tuesday,18,3,1,22,2841.96,0
pay_10465,2114.55,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 03:44:00,3,Wednesday,13,2,0,16,2343.55,0
pay_10466,1544.34,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 22:00:47,22,Sunday,0,4,0,5,1647.17,0
pay_10467,4020.7,INR,Credit Card,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-22 19:16:03,19,Saturday,7,3,1,11,4077.03,1
pay_10468,539.84,INR,Debit Card,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-26 18:34:48,18,Wednesday,12,3,2,16,559.32,0
pay_10469,1459.07,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 05:26:18,5,Saturday,0,2,0,3,1406.35,0
pay_10470,2811.79,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 05:25:48,5,Thursday,4,0,0,5,2458.23,0
pay_10471,2878.24,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 09:46:13,9,Thursday,2,3,0,6,2635.53,0
pay_10472,1076.96,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 10:41:50,10,Saturday,19,0,0,20,1218.31,0
pay_10473,758.56,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 20:51:07,20,Saturday,9,0,0,10,760.27,0
pay_10474,7230.67,INR,Net Banking,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-06 02:59:23,2,Thursday,2,0,0,3,8268.46,1
pay_10475,2974.8,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 20:58:53,20,Saturday,8,4,0,13,2926.24,0
pay_10476,1473.72,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 13:50:34,13,Thursday,12,0,0,13,1615.57,0
